001E07AF.esd,stNIB-v1_06735,Sotub07g024120
188A04.esd,stNIB-v1_00799,Sotub05g013740
188A08.esd,stNIB-v1_14826,Sotub09g028480
188A11.esd,stNIB-v1_06559,Sotub08g027010
188A12.esd,stNIB-v1_10261,Sotub02g016190
188B02.esd,stNIB-v1_09299,Sotub07g020620
188B03.esd,stNIB-v1_00799,Sotub05g013740
188B06.esd,stNIB-v1_04001,Sotub03g024480
188B10.esd,stNIB-v1_27963,PGSC0003DMG400035230
188C12.esd,stNIB-v1_15805,PGSC0003DMG402017090
188E02.esd,stNIB-v1_08172,Sotub01g030680
188E08.esd,stNIB-v1_07255,PGSC0003DMG400013513
188E10.esd,stNIB-v1_16482,Sotub03g009330
188F08.esd,stNIB-v1_00936,Sotub01g038950
188F09.esd,stNIB-v1_05630,PGSC0003DMG400010146
188G06.esd,stNIB-v1_15805,PGSC0003DMG402017090
188G08.esd,stNIB-v1_02066,Sotub06g032670
188H03.esd,stNIB-v1_14833,Sotub01g032190
189F10.esd,stNIB-v1_26555,189F10.esd
189F12.esd,stNIB-v1_08130,Sotub05g012370
52-xl_pcrli44-46.e_N03_022.scf,stNIB-v1_06134,Sotub07g006580
52-xl_pcrli44-5.e_E01_003.scf,stNIB-v1_09062,Sotub01g024770
52-xl_pcrli44-59.e_K04_043.scf,stNIB-v1_02764,Sotub12g030230
52-xl_pcrli44-71.e_G05_057.scf,stNIB-v1_07437,Sotub12g029960
52-xl_pcrli44-89.e_I06_067.scf,stNIB-v1_09555,Sotub07g026210
52-xl_pcrli45-33.e_A09_005.scf,stNIB-v1_17014,Sotub12g018690
52-xl_pcrli45-5.e_E07_081.scf,stNIB-v1_11990,Sotub01g010730
52-xl_pcrli45-53.e_E10_023.scf,stNIB-v1_13047,Sotub06g024010
52-xl_pcrli45-71.e_G11_045.scf,stNIB-v1_08470,Sotub01g007890
52-xl_pcrli45-87.e_G12_061.scf,stNIB-v1_01794,Sotub01g006870
52-xl_prcli-c40-E01.e1.scf,stNIB-v1_35013,52-xl_prcli-c40-E01.e1.scf
52-xl_prcli-c41-A012.e1.scf,stNIB-v1_13237,Sotub04g012290
52-xl_prcli-c41-C012.e1.scf,stNIB-v1_33781,52-xl_prcli-c41-C012.e1.scf
52-xl_prcli-c41-G04.e1.scf,stNIB-v1_07604,Sotub03g014620
52-xl_prcli-c42-E06.e1.scf,stNIB-v1_15064,Sotub08g028950
52-xl_prcli-c42-H010.e1.scf,stNIB-v1_01180,Sotub04g020510
52-xl_prcli-c43-F012.e1.scf,stNIB-v1_04727,Sotub11g017250
52-xl_prcli-c44-C03.e1.scf,stNIB-v1_13980,Sotub10g018480
ACDA00028C04.T3m.scf,stNIB-v1_15213,Sotub06g017480
ACDA00031C07.T3m.scf,stNIB-v1_03240,Sotub05g019620
ACDA00043D07.T3m.scf,stNIB-v1_27000,ACDA00043D07.T3m.scf
ACDA00095H11.T3m.scf,stNIB-v1_34791,ACDA00095H11.T3m.scf
ACDA00099A03.T3m.scf,stNIB-v1_07823,Sotub02g024310
ACDA00109B01.T3m.scf,stNIB-v1_10083,Sotub06g006420
ACDA00112B04.T3m.scf,stNIB-v1_04570,Sotub11g013710
ACDA00158F02.T3m.scf,stNIB-v1_09184,Sotub01g039720
ACDA00197A05.T3m.scf,stNIB-v1_35563,ACDA00197A05.T3m.scf
ACDA00203A11.T3m.scf,stNIB-v1_16881,Sotub05g020310
ACDA00219C03.T3m.scf,stNIB-v1_15587,Sotub09g023310
ACDA00220C04.T3m.scf,stNIB-v1_13489,Sotub08g014600
ACDA00240D12.T3m.scf,stNIB-v1_01581,Sotub03g035390
ACDA00249E09.T3m.scf,stNIB-v1_06430,Sotub11g013390
ACDA00256F04.T3m.scf,stNIB-v1_13039,Sotub06g023660
ACDA00263F11.T3m.scf,stNIB-v1_14656,Sotub01g019630
ACDA00273G09.T3m.scf,stNIB-v1_08256,Sotub05g017830
ACDA00296A08.T3m.scf,stNIB-v1_35088,ACDA00296A08.T3m.scf
ACDA00306B06.T3m.scf,stNIB-v1_03819,Sotub04g025710
ACDA00308B08.T3m.scf,stNIB-v1_13127,Sotub12g011240
ACDA00309B09.T3m.scf,stNIB-v1_05020,Sotub01g024190
ACDA00358F10.T3m.scf,stNIB-v1_15438,PGSC0003DMG401025427
ACDA00364G04.T3m.scf,stNIB-v1_16843,Sotub05g017180
ACDA00417C09.T3m.scf,stNIB-v1_34799,ACDA00417C09.T3m.scf
ACDA00419C11.T3m.scf,stNIB-v1_03249,PGSC0003DMG400046026
ACDA00421D01.T3m.scf,stNIB-v1_05629,Sotub03g016050
ACDA00486A06.T3m.scf,stNIB-v1_17747,Sotub12g022680
ACDA00488A08.T3m.scf,stNIB-v1_00108,Sotub01g031900
ACDA00496B04.T3m.scf,stNIB-v1_00799,Sotub05g013740
ACDA00511C07.T3m.scf,stNIB-v1_03819,Sotub04g025710
ACDA00514C10.T3m.scf,stNIB-v1_07721,Sotub05g008200
ACDA00519D03.T3m.scf,stNIB-v1_06342,Sotub09g027210
ACDA00524D08.T3m.scf,stNIB-v1_10853,Sotub03g023290
ACDA00527D11.T3m.scf,stNIB-v1_16085,Sotub05g007290
ACDA00539E11.T3m.scf,stNIB-v1_04431,Sotub07g022000
ACDA00577A01.T3m.scf,stNIB-v1_15213,Sotub06g017480
ACDA00579A03.T3m.scf,stNIB-v1_05072,Sotub09g007390
ACDA00581A05.T3m.scf,stNIB-v1_11697,Sotub01g040480
ACDA00586A10.T3m.scf,stNIB-v1_12092,Sotub10g014960
ACDA00587A11.T3m.scf,stNIB-v1_35215,ACDA00587A11.T3m.scf
ACDA00591B03.T3m.scf,stNIB-v1_04953,Sotub06g035020
ACDA00615D03.T3m.scf,stNIB-v1_00946,Sotub07g026370
ACDA00639F03.T3m.scf,stNIB-v1_07336,Sotub05g021690
ACDA00655G07.T3m.scf,stNIB-v1_09810,PGSC0003DMG400019841
ACDA00659G11.T3m.scf,stNIB-v1_12628,Sotub11g028680
ACDA00665H05.T3m.scf,stNIB-v1_15853,Sotub06g008700
ACDA00666H06.T3m.scf,stNIB-v1_07320,PGSC0003DMG400013670
ACDA00670H10.T3m.scf,stNIB-v1_02341,Sotub09g007980
ACDA00675A03.T3m.scf,stNIB-v1_05096,Sotub03g013490
ACDA00677A05.T3m.scf,stNIB-v1_11114,Sotub05g028230
ACDA00678A06.T3m.scf,stNIB-v1_26189,ACDA00678A06.T3m.scf
ACDA00682A10.T3m.scf,stNIB-v1_12301,Sotub09g029260
ACDA00691B07.T3m.scf,stNIB-v1_15001,Sotub07g023390
ACDA00696B12.T3m.scf,stNIB-v1_12032,Sotub01g044570
ACDA00697C01.T3m.scf,stNIB-v1_15149,Sotub11g007290
ACDA00703C07.T3m.scf,stNIB-v1_08425,Sotub06g017320
ACDA00712D04.T3m.scf,stNIB-v1_04332,PGSC0003DMG400007646
ACDA00728E08.T3m.scf,stNIB-v1_14373,Sotub05g022520
ACDA00729E09.T3m.scf,stNIB-v1_09143,Sotub03g025810
ACDA00733F01.T3m.scf,stNIB-v1_01517,Sotub06g021670
ACDA00735F03.T3m.scf,stNIB-v1_00278,Sotub11g024070
ACDA00761H05.T3m.scf,stNIB-v1_05310,Sotub03g012220
ACDA00762H06.T3m.scf,stNIB-v1_09702,Sotub09g015810
ACDA00776A08.T3m.scf,stNIB-v1_00047,Sotub01g032750
ACDA00785B05.T3m.scf,stNIB-v1_06735,Sotub07g024120
ACDA00786B06.T3m.scf,stNIB-v1_04723,Sotub04g026200
ACDA00788B08.T3m.scf,stNIB-v1_02720,Sotub12g030760
ACDA00789B09.T3m.scf,stNIB-v1_03695,Sotub04g028730
ACDA00796C04.T3m.scf,stNIB-v1_02024,Sotub03g011630
ACDA00798C06.T3m.scf,stNIB-v1_16331,Sotub02g008120
ACDA00800C08.T3m.scf,stNIB-v1_00047,Sotub01g032750
ACDA00801C09.T3m.scf,stNIB-v1_10551,PGSC0003DMG400021891
ACDA00807D03.T3m.scf,stNIB-v1_08433,Sotub01g008610
ACDA00808D04.T3m.scf,stNIB-v1_01700,Sotub01g038150
ACDA00832F04.T3m.scf,stNIB-v1_00159,Sotub01g033620
ACDA00858H06.T3m.scf,stNIB-v1_07598,Sotub03g014710
ACDA00859H07.T3m.scf,stNIB-v1_02123,Sotub02g027820
ACDA00864H12.T3m.scf,stNIB-v1_01632,Sotub02g028870
ACDA00868A04.T3m.scf,stNIB-v1_09107,Sotub03g025680
ACDA00875A11.T3m.scf,stNIB-v1_25863,ACDA00875A11.T3m.scf
ACDA00877B01.T3m.scf,stNIB-v1_07287,Sotub11g016220
ACDA00891C03.T3m.scf,stNIB-v1_05630,PGSC0003DMG400010146
ACDA00897C09.T3m.scf,stNIB-v1_05617,Sotub03g015820
ACDA00908D08.T3m.scf,stNIB-v1_04598,Sotub10g020820
ACDA00924E12.T3m.scf,stNIB-v1_13021,Sotub02g019170
ACDA00927F03.T3m.scf,stNIB-v1_03369,Sotub08g009600
ACDA00932F08.T3m.scf,stNIB-v1_09814,Sotub03g022470
ACDA00937G01.T3m.scf,stNIB-v1_08328,Sotub11g009460
ACDA00943G07.T3m.scf,stNIB-v1_16591,Sotub03g030200
ACDA00946G10.T3m.scf,stNIB-v1_34822,ACDA00946G10.T3m.scf
ACDA00960H12.T3m.scf,stNIB-v1_05629,Sotub03g016050
ACDA00972A12.T3m.scf,stNIB-v1_15652,Sotub12g022960
ACDA00981B09.T3m.scf,stNIB-v1_15698,PGSC0003DMG402008494
ACDA00982B10.T3m.scf,stNIB-v1_08396,Sotub01g012050
ACDA00984B12.T3m.scf,stNIB-v1_02026,Sotub06g006790
ACDA00991C07.T3m.scf,stNIB-v1_05597,Sotub02g033080
ACDA00995C11.T3m.scf,stNIB-v1_02398,Sotub11g027720
ACDA00999D03.T3m.scf,stNIB-v1_02309,Sotub01g036020
ACDA01003D07.T3m.scf,stNIB-v1_11625,Sotub01g037690
ACDA01006D10.T3m.scf,stNIB-v1_07472,Sotub08g006480
ACDA01014E06.T3m.scf,stNIB-v1_16142,Sotub01g022240
ACDA01018E10.T3m.scf,stNIB-v1_08234,Sotub08g012260
ACDA01021F01.T3m.scf,stNIB-v1_15854,Sotub07g027080
ACDA01023F03.T3m.scf,stNIB-v1_02958,Sotub12g024200
ACDA01025F05.T3m.scf,stNIB-v1_14656,Sotub01g019630
ACDA01026F06.T3m.scf,stNIB-v1_06204,Sotub10g006520
ACDA01038G06.T3m.scf,stNIB-v1_33982,ACDA01038G06.T3m.scf
ACDA01042G10.T3m.scf,stNIB-v1_03866,Sotub01g025350
ACDA01046H02.T3m.scf,stNIB-v1_02035,Sotub05g010780
ACDA01049H05.T3m.scf,stNIB-v1_05889,Sotub01g021760
ACDA01055H11.T3m.scf,stNIB-v1_10982,Sotub04g022930
ACDA01061A05.T3m.scf,stNIB-v1_12842,Sotub06g009250
ACDA01062A06.T3m.scf,stNIB-v1_34635,ACDA01062A06.T3m.scf
ACDA01076B08.T3m.scf,stNIB-v1_15836,Sotub06g034850
ACDA01079B11.T3m.scf,stNIB-v1_16087,Sotub01g015350
ACDA01083C03.T3m.scf,stNIB-v1_05629,Sotub03g016050
ACDA01094D02.T3m.scf,stNIB-v1_13239,PGSC0003DMG400029247
ACDA01095D03.T3m.scf,stNIB-v1_15523,Sotub07g009550
ACDA01107E03.T3m.scf,stNIB-v1_05773,Sotub06g029190
ACDA01108E04.T3m.scf,stNIB-v1_34190,ACDA01108E04.T3m.scf
ACDA01114E10.T3m.scf,stNIB-v1_01368,Sotub11g024650
ACDA01116E12.T3m.scf,stNIB-v1_05630,PGSC0003DMG400010146
ACDA01119F03.T3m.scf,stNIB-v1_12475,Sotub01g034660
ACDA01121F05.T3m.scf,stNIB-v1_07312,Sotub02g025490
ACDA01124F08.T3m.scf,stNIB-v1_03114,Sotub05g021450
ACDA01127F11.T3m.scf,stNIB-v1_06147,Sotub03g031100
ACDA01130G02.T3m.scf,stNIB-v1_01362,Sotub08g015450
ACDA01137G09.T3m.scf,stNIB-v1_04467,Sotub12g008080
ACDA01138G10.T3m.scf,stNIB-v1_03468,Sotub01g011210
ACDA01139G11.T3m.scf,stNIB-v1_13431,Sotub01g041680
ACDA01157A05.T3m.scf,stNIB-v1_15593,Sotub01g043180
ACDA01158A06.T3m.scf,stNIB-v1_14990,Sotub04g028410
ACDA01163A11.T3m.scf,stNIB-v1_12506,Sotub06g029290
ACDA01177C01.T3m.scf,stNIB-v1_01926,Sotub03g017860
ACDA01182C06.T3m.scf,stNIB-v1_06206,Sotub10g006560
ACDA01186C10.T3m.scf,stNIB-v1_11685,Sotub04g024920
ACDA01192D04.T3m.scf,stNIB-v1_13494,Sotub07g011500
ACDA01193D05.T3m.scf,stNIB-v1_34271,ACDA01193D05.T3m.scf
ACDA01195D07.T3m.scf,stNIB-v1_06635,Sotub08g027550
ACDA01198D10.T3m.scf,stNIB-v1_27108,ACDA01198D10.T3m.scf
ACDA01214F02.T3m.scf,stNIB-v1_09805,Sotub02g006530
ACDA01217F05.T3m.scf,stNIB-v1_34002,ACDA01217F05.T3m.scf
ACDA01221F09.T3m.scf,stNIB-v1_07524,Sotub06g023910
ACDA01230G06.T3m.scf,stNIB-v1_05312,Sotub03g012330
ACDA01233G09.T3m.scf,stNIB-v1_16688,Sotub04g016890
ACDA01246H10.T3m.scf,stNIB-v1_27094,ACDA01246H10.T3m.scf
ACDA01247H11.T3m.scf,stNIB-v1_01878,Sotub02g017830
ACDA01249A01.T3m.scf,stNIB-v1_33539,ACDA01249A01.T3m.scf
ACDA01256A08.T3m.scf,stNIB-v1_34965,ACDA01256A08.T3m.scf
ACDA01261B01.T3m.scf,stNIB-v1_04180,Sotub09g023000
ACDA01273C01.T3m.scf,stNIB-v1_13294,Sotub12g028570
ACDA01284C12.T3m.scf,stNIB-v1_12959,Sotub05g005750
ACDA01286D02.T3m.scf,stNIB-v1_06008,PGSC0003DMG400010917
ACDA01287D03.T3m.scf,stNIB-v1_15483,Sotub04g012350
ACDA01291D07.T3m.scf,stNIB-v1_16727,Sotub04g021080
ACDA01306E10.T3m.scf,stNIB-v1_33754,ACDA01306E10.T3m.scf
ACDA01308E12.T3m.scf,stNIB-v1_14660,PGSC0003DMG400041243
ACDA01310F02.T3m.scf,stNIB-v1_13672,Sotub06g033410
ACDA01321G01.T3m.scf,stNIB-v1_05627,Sotub03g015980
ACDA01331G11.T3m.scf,stNIB-v1_06466,Sotub10g018540
ACDA01339H07.T3m.scf,stNIB-v1_26518,ACDA01339H07.T3m.scf
ACDA01346A02.T3m.scf,stNIB-v1_17471,Sotub10g016820
ACDA01348A04.T3m.scf,stNIB-v1_09805,Sotub02g006530
ACDA01378C10.T3m.scf,stNIB-v1_07877,Sotub11g010640
ACDA01387D07.T3m.scf,stNIB-v1_06255,Sotub09g022190
ACDA01401E09.T3m.scf,stNIB-v1_27949,PGSC0003DMG400007583
ACDA01406F02.T3m.scf,stNIB-v1_34319,ACDA01406F02.T3m.scf
ACDA01413F09.T3m.scf,stNIB-v1_26837,ACDA01413F09.T3m.scf
ACDA01425G09.T3m.scf,stNIB-v1_35151,ACDA01425G09.T3m.scf
ACDA01431H03.T3m.scf,stNIB-v1_15445,Sotub01g045200
ACDA01435H07.T3m.scf,stNIB-v1_27435,ACDA01435H07.T3m.scf
ACDA01448A08.skm.scf,stNIB-v1_08258,Sotub11g017640
ACDA01455B03.skm.scf,stNIB-v1_04880,Sotub01g010040
ACDA01473C09.m13rm.scf,stNIB-v1_17629,Sotub11g020690
ACDA01548A12.T3m.scf,stNIB-v1_15191,Sotub12g005550
ACDA01572C12.T3m.scf,stNIB-v1_34264,MICRO.15826.C1
ACDA01573D01.T3m.scf,stNIB-v1_16109,Sotub01g017680
ACDA01579D07.T3m.scf,stNIB-v1_05225,Sotub04g029050
ACDA01594E10.T3m.scf,stNIB-v1_00197,Sotub12g009430
ACDA01607F11.T3m.scf,stNIB-v1_13249,Sotub12g028860
ACDA01609G01.T3m.scf,stNIB-v1_13539,Sotub05g024390
ACDA01610G02.T3m.scf,stNIB-v1_01585,Sotub12g022710
ACDA01639A07.T3m.scf,stNIB-v1_11578,Sotub03g028200
ACDA01640A08.T3m.scf,stNIB-v1_13359,Sotub08g017520
ACDA01685E05.T3m.scf,stNIB-v1_34214,ACDA01685E05.T3m.scf
ACDA01696F04.T3m.scf,stNIB-v1_33875,ACDA01696F04.T3m.scf
ACDA01700F08.T3m.scf,stNIB-v1_11363,Sotub01g013670
ACDA01701F09.T3m.scf,stNIB-v1_12092,Sotub10g014960
ACDA01717H01.T3m.scf,stNIB-v1_34359,ACDA01717H01.T3m.scf
ACDA01725H09.T3m.scf,stNIB-v1_03299,Sotub03g032600
ACDA01732A04.T3m.scf,stNIB-v1_15805,PGSC0003DMG402017090
ACDA01733A05.T3m.scf,stNIB-v1_11848,Sotub12g006530
ACDA01743B03.T3m.scf,stNIB-v1_16398,Sotub02g021390
ACDA01750B10.T3m.scf,stNIB-v1_14400,Sotub04g022060
ACDA01752B12.T3m.scf,stNIB-v1_00666,Sotub10g005110
ACDA01755C03.T3m.scf,stNIB-v1_35106,ACDA01755C03.T3m.scf
ACDA01761C09.T3m.scf,stNIB-v1_11716,Sotub01g040740
ACDA01769D05.T3m.scf,stNIB-v1_03887,Sotub01g026420
ACDA01778E02.T3m.scf,stNIB-v1_13622,Sotub06g033160
ACDA01806G06.T3m.scf,stNIB-v1_10231,Sotub08g008760
ACDA01816H04.T3m.scf,stNIB-v1_03819,Sotub04g025710
ACDA01819H07.T3m.scf,stNIB-v1_10551,PGSC0003DMG400021891
ACDA01824H12.T3m.scf,stNIB-v1_34470,ACDA01824H12.T3m.scf
ACDA01833A09.T3m.scf,stNIB-v1_34896,cSTB27C22TH
ACDA01840B04.T3m.scf,stNIB-v1_13952,Sotub04g026080
ACDA01847B11.T3m.scf,stNIB-v1_16047,Sotub01g009920
ACDA01854C06.T3m.scf,stNIB-v1_15046,Sotub09g009180
ACDA01859C11.T3m.scf,stNIB-v1_04557,Sotub11g026490
ACDA01877E05.T3m.scf,stNIB-v1_26879,ACDA01877E05.T3m.scf
ACDA01878E06.T3m.scf,stNIB-v1_34050,ACDA01878E06.T3m.scf
ACDA01898G02.T3m.scf,stNIB-v1_01404,PGSC0003DMG400002298
ACDA01910H02.T3m.scf,stNIB-v1_04723,Sotub04g026200
ACDA01911H03.T3m.scf,stNIB-v1_09233,Sotub07g019850
ACDA01928A08.T3m.scf,stNIB-v1_11104,Sotub05g028570
ACDA01939B07.T3m.scf,stNIB-v1_10302,Sotub02g015550
ACDA01949C05.T3m.scf,stNIB-v1_10163,Sotub05g018870
ACDA01953C09.T3m.scf,stNIB-v1_16982,Sotub06g017850
ACDA01976E08.T3m.scf,stNIB-v1_27801,PGSC0003DMG400036243
ACDA01987F07.T3m.scf,stNIB-v1_11423,Sotub06g021180
ACDA01991F11.T3m.scf,stNIB-v1_26773,ACDA01991F11.T3m.scf
ACDA02009H05.T3m.scf,stNIB-v1_00612,Sotub07g016920
ACDA02010H06.T3m.scf,stNIB-v1_03544,Sotub09g024900
ACDA02033B05.T3m.scf,stNIB-v1_01544,Sotub03g036140
ACDA02042C02.T3m.scf,stNIB-v1_08850,Sotub07g017510
ACDA02046C06.T3m.scf,stNIB-v1_01746,Sotub04g005340
ACDA02052C12.T3m.scf,stNIB-v1_01621,Sotub09g028560
ACDA02053D01.T3m.scf,stNIB-v1_01822,Sotub11g028140
ACDA02076E12.T3m.scf,stNIB-v1_06408,Sotub05g014720
ACDA02084F08.T3m.scf,stNIB-v1_09622,Sotub09g020130
ACDA02091G03.T3m.scf,stNIB-v1_02937,Sotub04g030120
ACDA02118A06.T3m.scf,stNIB-v1_12437,Sotub06g027600
ACDA02120A08.T3m.scf,stNIB-v1_04698,Sotub10g020470
ACDA02122A10.T3m.scf,stNIB-v1_00380,Sotub03g017020
ACDA02123A11.T3m.scf,stNIB-v1_02183,Sotub02g027480
ACDA02125B01.T3m.scf,stNIB-v1_02212,Sotub04g033900
ACDA02134B10.T3m.scf,stNIB-v1_11653,Sotub01g037950
ACDA02138C02.T3m.scf,stNIB-v1_35309,ACDA02138C02.T3m.scf
ACDA02139C03.T3m.scf,stNIB-v1_05086,Sotub03g013740
ACDA02142C06.T3m.scf,stNIB-v1_13868,Sotub01g047330
ACDA02146C10.T3m.scf,stNIB-v1_34557,ACDA02146C10.T3m.scf
ACDA02149D01.T3m.scf,stNIB-v1_03311,Sotub03g032100
ACDA02157D09.T3m.scf,stNIB-v1_12698,Sotub04g027540
ACDA02168E08.T3m.scf,stNIB-v1_01085,Sotub01g028750
ACDA02182F10.T3m.scf,stNIB-v1_16448,Sotub02g032280
ACDA02183F11.T3m.scf,stNIB-v1_15471,Sotub08g012490
ACDA02198H02.T3m.scf,stNIB-v1_34864,ACDA02198H02.T3m.scf
ACDA02201H05.T3m.scf,stNIB-v1_12579,Sotub04g012860
ACDA02204H08.T3m.scf,stNIB-v1_14019,Sotub12g021920
ACDA02216A08.T3m.scf,stNIB-v1_07287,Sotub11g016220
ACDA02220A12.T3m.scf,stNIB-v1_08235,Sotub08g012290
ACDA02222B02.T3m.scf,stNIB-v1_14162,Sotub01g005760
ACDA02225B05.T3m.scf,stNIB-v1_01376,Sotub08g016420
ACDA02232B12.T3m.scf,stNIB-v1_00278,Sotub11g024070
ACDA02233C01.T3m.scf,stNIB-v1_03392,Sotub08g009870
ACDA02241C09.T3m.scf,stNIB-v1_08228,Sotub12g018630
ACDA02242C10.T3m.scf,stNIB-v1_03819,Sotub04g025710
ACDA02244C12.T3m.scf,stNIB-v1_01104,Sotub09g007160
ACDA02245D01.T3m.scf,stNIB-v1_08633,Sotub01g016370
ACDA02252D08.T3m.scf,stNIB-v1_17210,Sotub08g012740
ACDA02253D09.T3m.scf,stNIB-v1_08897,Sotub08g021560
ACDA02258E02.T3m.scf,stNIB-v1_13335,Sotub04g006850
ACDA02267E11.T3m.scf,stNIB-v1_05605,Sotub02g033340
ACDA02268E12.T3m.scf,stNIB-v1_07972,Sotub05g015620
ACDA02270F02.T3m.scf,stNIB-v1_07013,Sotub07g014860
ACDA02275F07.T3m.scf,stNIB-v1_10633,Sotub07g028370
ACDA02277F09.T3m.scf,stNIB-v1_01785,Sotub12g008750
ACDA02287G07.T3m.scf,stNIB-v1_06010,PGSC0003DMG400010923
ACDA02300H08.T3m.scf,stNIB-v1_01825,Sotub06g030180
ACDA02303H11.T3m.scf,stNIB-v1_05519,Sotub04g035610
ACDA02314A10.T3m.scf,stNIB-v1_14165,Sotub01g005840
ACDA02315A11.T3m.scf,stNIB-v1_17159,Sotub08g005160
ACDA02321B05.T3m.scf,stNIB-v1_04541,Sotub11g026310
ACDA02323B07.T3m.scf,stNIB-v1_11203,Sotub04g011820
ACDA02324B08.T3m.scf,stNIB-v1_07972,Sotub05g015620
ACDA02349D09.T3m.scf,stNIB-v1_00575,Sotub02g035010
ACDA02362E10.T3m.scf,stNIB-v1_05630,PGSC0003DMG400010146
ACDA02365F01.T3m.scf,stNIB-v1_13156,Sotub06g016430
ACDA02366F02.T3m.scf,stNIB-v1_05312,Sotub03g012330
ACDA02367F03.T3m.scf,stNIB-v1_00735,Sotub11g026700
ACDA02371F07.T3m.scf,stNIB-v1_06740,Sotub07g023940
ACDA02375F11.T3m.scf,stNIB-v1_07598,Sotub03g014710
ACDA02376F12.T3m.scf,stNIB-v1_01700,Sotub01g038150
ACDA02387G11.T3m.scf,stNIB-v1_15341,Sotub02g008340
ACDA02396H08.T3m.scf,stNIB-v1_04595,Sotub10g020880
ACDA02397H09.T3m.scf,stNIB-v1_03944,Sotub01g008280
ACDA02400H12.T3m.scf,stNIB-v1_09486,Sotub07g014950
ACDA02403A03.T3m.scf,stNIB-v1_34050,ACDA01878E06.T3m.scf
ACDA02412A12.T3m.scf,stNIB-v1_03789,Sotub08g022580
ACDA02413B01.T3m.scf,stNIB-v1_05832,Sotub03g022580
ACDA02419B07.T3m.scf,stNIB-v1_17296,Sotub09g006540
ACDA02421B09.T3m.scf,stNIB-v1_27683,ACDA02421B09.T3m.scf
ACDA02438D02.T3m.scf,stNIB-v1_06214,Sotub01g020640
ACDA02441D05.T3m.scf,stNIB-v1_11347,Sotub01g015340
ACDA02445D09.T3m.scf,stNIB-v1_02698,Sotub07g014740
ACDA02446D10.T3m.scf,stNIB-v1_33520,ACDA02446D10.T3m.scf
ACDA02452E04.T3m.scf,stNIB-v1_05310,Sotub03g012220
ACDA02460E12.T3m.scf,stNIB-v1_09870,Sotub06g034460
ACDA02471F11.T3m.scf,stNIB-v1_03524,Sotub11g013180
ACDA02472F12.T3m.scf,stNIB-v1_34378,ACDA02472F12.T3m.scf
ACDA02477G05.T3m.scf,stNIB-v1_00603,Sotub11g014590
ACDA02481G09.T3m.scf,stNIB-v1_11399,Sotub01g041180
ACDA02482G10.T3m.scf,stNIB-v1_27896,Sotub03g012110
ACDA02497A01.T3m.scf,stNIB-v1_14128,Sotub01g022440
ACDA02539D07.T3m.scf,stNIB-v1_04909,Sotub02g025440
ACDA02564F08.T3m.scf,stNIB-v1_06960,Sotub06g034720
ACDA02571G03.T3m.scf,stNIB-v1_00477,Sotub01g046980
ACDA02585H05.T3m.scf,stNIB-v1_26605,ACDA02585H05.T3m.scf
ACDA02590H10.T3m.scf,stNIB-v1_11697,Sotub01g040480
ACDA02609B05.T3m.scf,stNIB-v1_17578,Sotub11g014900
ACDA02636D08.T3m.scf,stNIB-v1_16240,Sotub01g036710
ACDA02659F07.T3m.scf,stNIB-v1_12832,Sotub12g017410
ACDA02673G09.T3m.scf,stNIB-v1_11812,Sotub02g012920
ACDA02686H10.T3m.scf,stNIB-v1_26596,ACDA02686H10.T3m.scf
ACDA02696A08.T3m.scf,stNIB-v1_03890,Sotub01g026570
ACDA02713C01.T3m.scf,stNIB-v1_34619,ACDA02713C01.T3m.scf
ACDA02714C02.T3m.scf,stNIB-v1_05733,Sotub02g015260
ACDA02740E04.T3m.scf,stNIB-v1_11128,Sotub05g027510
ACDA02752F04.T3m.scf,stNIB-v1_25783,ACDA02752F04.T3m.scf
ACDA02792A08.T3m.scf,stNIB-v1_17397,Sotub09g028800
ACDA02831D11.T3m.scf,stNIB-v1_11872,Sotub04g008460
ACDA02834E02.T3m.scf,stNIB-v1_08234,Sotub08g012260
ACDA02864G08.T3m.scf,stNIB-v1_10771,Sotub01g035850
ACDA02881A01.T3m.scf,stNIB-v1_05372,Sotub06g017030
ACDA02932E04.T3m.scf,stNIB-v1_10368,Sotub01g007360
ACDA02983A07.T3m.scf,stNIB-v1_02979,Sotub04g013960
ACDA03014D02.T3m.scf,stNIB-v1_07379,Sotub08g015130
ACDA03069H09.T3m.scf,stNIB-v1_09670,Sotub11g011710
ACDA03070H10.T3m.scf,stNIB-v1_34671,ACDA03070H10.T3m.scf
ACDA03108C12.T3m.scf,stNIB-v1_15319,Sotub11g019920
ACDA03110D02.T3m.scf,stNIB-v1_02092,PGSC0003DMG400007782
ACDA03116D08.T3m.scf,stNIB-v1_05627,Sotub03g015980
ACDA03122E02.T3m.scf,stNIB-v1_15666,PGSC0003DMG402005387
ACDA03143F11.T3m.scf,stNIB-v1_10728,Sotub02g021220
ACDA03147G03.T3m.scf,stNIB-v1_05789,Sotub06g028510
ACDA03167H11.T3m.scf,stNIB-v1_08719,Sotub03g030420
ACDA03185B05.T3m.scf,stNIB-v1_13387,Sotub09g027800
ACDA03192B12.T3m.scf,stNIB-v1_00336,Sotub02g035960
ACDA03198C06.T3m.scf,stNIB-v1_06722,Sotub07g024020
ACDA03202C10.T3m.scf,stNIB-v1_04170,Sotub08g013540
ACDA03204C12.T3m.scf,stNIB-v1_10303,Sotub02g015520
